word,sentence
K2,"2014 On 26 July 2014, the first team of Pakistani climbers scaled K2."
K2,"There were six Pakistani and three Italian climbers in the expedition, called K2 60 Years Later, according to BBC."
K2,"Previously, K2 had only been summited by individual Pakistanis as part of international expeditions."
K2,"Another team, consisting of Pasang Lhamu Sherpa Akita, Maya Sherpa, and Dawa Yangzum Sherpa, became the first Nepali women to climb K2."
K2,"On 27 July 2014, Garrett Madison led a team of three American climbers and six Sherpas to summit K2."
K2,"2017 On 28 July 2017, Vanessa O'Brien led an international team of 12 with Mingma Gyalje Sherpa of Dreamers Destination to the summit of K2 and became the first British and American woman to summit K2, and the eldest woman to summit K2 at the age of 52 years old."
K2,"She paid tribute to Julie Tullis and Alison Hargreaves, two British women who summited K2, in 1986 and 1995 respectively, but died during their descents."
K2,"Other notable summits included John Snorri Sigurj nsson and Dawa Gyalje Sherpa who joined his sister (Dawa Yangzum Sherpa), becoming the second set of siblings to summit K2."
K2,Both Mingma Gyalje Sherpa and Fazal Ali recorded their second K2 summits.
K2,"On 22 July 2018, Garrett Madison became the first American climber to reach the summit of K2 more than once when he led an international team of eight climbers, nine Nepali Sherpas, four Pakistani high-altitude porters, and two other Madison Mountaineering guides to the summit."
K2,"2019 On 25 July 2019, Anja Blacha became the first German woman to summit K2."
K2,"2022 On 22 July 2022, 145 summits on K2 were recorded in a single day, making it a record for the highest number of summits in a single day ever on K2."
K2,"On 28 July 2022, Adriana Brownlee became the youngest woman to climb K2 when she summited at age 21."
K2,"Norwegian mountaineer Kristin Harila and her guide, Nepali mountaineer Tenjen Sherpa successfully completed their summit of K2 on the same day, and set a record for the fastest climb of all 14 eight-thousanders in 92 days."
K2,2002 2003 Netia K2 Polish Winter Expedition.
K2,Nine Russian climbers attempted K2's Abruzzi Spur route.
K2,"K2 features several routes, each with distinct characteristics; however, they all share common challenges."
K2,"At the summit of K2, only one-third of the oxygen present at sea level is available to climbers."
K2,"Because 75 of people who climb K2 use the Abruzzi Spur, these listed routes are rarely climbed."
K2,"In 2007, Denis Urubko and Serguey Samoilov intended to climb the K2's North Face but they were stymied by increasingly deteriorating conditions."
K2,"For most of its climbing history, K2 was not usually climbed with supplemental oxygen."
K2,K2's summit is well above the altitude at which high-altitude pulmonary edema (HAPE) and high-altitude cerebral edema (HACE) can occur.
K2,"K2 (1991), an adventure drama film adaption of Patrick Meyers' original stage play, directed by Franc Roddam and loosely based on the story of Jim Wickwire and Louis Reichardt, the first Americans to summit K2 Vertical Limit (2000), an American survival thriller film directed by Martin Campbell K2: Siren of the Himalayas (2012), an American documentary film directed by Dave Ohlson, that follows a group of climbers during their 2009 attempt to summit K2 on the 100-year anniversary of the Duke of Abruzzi's landmark K2 expedition in 1909 The Summit (2012), a documentary film about the 2008 K2 disaster, directed by Nick Ryan K2: The Impossible Descent (2020), a documentary film about Polish ski mountaineer Andrzej Bargiel's 2018 K2 climb and descent on skis, directed by S awomir Batyra and Steven Robillard 1986 K2 disaster 1995 K2 disaster 2008 K2 disaster 2021 K2 disaster Windy Gap is a 6,111-meter-high (20,049 ft) mountain pass 35.87318 N 76.57692 E 35.87318; 76.57692 at east of K2, north of Broad Peak, and south of Skyang Kangri."
K2,K2: The Story of the Savage Mountain.
K2,"Himalaya-Info.org page on K2 (German) ""Sample of K2 poster product including Routes and Notes"" (PDF)."
K2,"(235 KB) From Everest-K2 Posters ""K2""."
Kangchenjunga,Kangchenjunga is the third-highest mountain in the world.
Kangchenjunga,"Its summit lies at 8,586 m (28,169 ft) in a section of the Himalayas, the Kangchenjunga Himal, which is bounded in the west by the Tamur River, in the north by the Lhonak River and Jongsang La, and in the east by the Teesta River."
Kangchenjunga,"Until 1852, Kangchenjunga was assumed to be the highest mountain in the world."
Kangchenjunga,"After allowing for further verification of all calculations, it was officially announced in 1856 that Kangchenjunga is the third-highest mountain in the world."
Kangchenjunga,"Kangchenjunga is a sacred mountain in Nepal and Sikkim and was first climbed on 25 May 1955 by Joe Brown and George Band, who were part of the 1955 British Kangchenjunga expedition."
Kangchenjunga,"Kangchenjunga is the official spelling adopted by Douglas Freshfield, Alexander Mitchell Kellas and the Royal Geographical Society, and provides the most accurate English rendition of the Tibetan pronunciation."
Kangchenjunga,"The Kangchenjunga Himal section of the Himalayas lies both in Nepal and India and encompasses 16 peaks over 7,000 m (23,000 ft)."
Kangchenjunga,The western limit runs from the Jongsang La down the Gingsang and Kangchenjunga glaciers and the rivers of Ghunsa and Tamur.
Kangchenjunga,"Until 1852, Kangchenjunga was assumed to be the highest mountain in the world, but calculations and measurements by the Great Trigonometrical Survey of India in 1849 showed that Mount Everest, known as Peak XV at the time, is actually higher."
Kangchenjunga,"After allowing for further verification of all calculations, it was officially announced in 1856 that Kangchenjunga was the third-highest mountain after Everest and K2 of Karakoram."
Kangchenjunga,Kangchenjunga and its satellite peaks form a huge mountain massif.
Kangchenjunga,"The northern section includes Yalung Kang, Kangchenjunga Central and South, Kangbachen, Kirat Chuli and Gimmigela Chuli, and runs up to the Jongsang La."
Kangchenjunga,"Kangchenjunga Main is the highest elevation of the Brahmaputra River basin, which forms part of the southeast Asian monsoon regime and is among the globally largest river basins."
Kangchenjunga,"Kangchenjunga is one of six peaks above 8,000 m (26,000 ft) located in the basin of the Kosi River, which is among the largest tributaries of the Ganges."
Kangchenjunga,The Kangchenjunga massif forms also part of the Ganges Basin.
Kangchenjunga,"Although it is the third highest peak in the world, Kangchenjunga is only ranked 29th by topographic prominence, a measure of a mountain's independent stature."
Kangchenjunga,"The key col for Kangchenjunga lies at a height of 4,664 m (15,302 ft), along the watershed boundary between Arun and Brahmaputra rivers in Tibet."
Kangchenjunga,"The Kangchenjunga landscape is a complex of three distinct ecoregions: the eastern Himalayan broad-leaved and coniferous forests, the Eastern Himalayan alpine shrub and meadows and the Terai-Duar savanna and grasslands."
Kangchenjunga,"The Kangchenjunga transboundary landscape is shared by Nepal, India, Bhutan and China, and comprises 14 protected areas with a total of 6,032 km2 (2,329 sq mi): Nepal: Kanchenjunga Conservation Area Sikkim, India: Khangchendzonga National Park, Varsey Rhododendron Sanctuary, Fambong Lho Wildlife Sanctuary, Kyongnosla Alpine Sanctuary, Maenam Wildlife Sanctuary, Shingba Rhododendron Sanctuary and Pangolakha Wildlife Sanctuary Darjeeling, India: Jore Pokhri Wildlife Sanctuary, Singalila National Park, Senchal Wildlife Sanctuary, Mahananda Wildlife Sanctuary and Neora Valley National Park Bhutan: Torsa Strict Nature Reserve These protected areas are habitats for many globally significant plant species such as rhododendrons and orchids and many endangered flagship species such as snow leopard (Panthera uncia), Asian black bear (Ursus thibetanus), red panda (Ailurus fulgens), white-bellied musk deer (Moschus leucogaster), blood pheasant (Ithaginis cruentus) and chestnut-breasted partridge (Arborophila mandellii)."
Kangchenjunga,"There are four climbing routes to reach the summit of Kangchenjunga, three of which are in Nepal from the southwest, northwest, and northeast, and one from northeastern Sikkim in India."
Kangchenjunga,"The Indian government has banned expeditions to Kangchenjunga; therefore, this route has been closed since 2000."
Kangchenjunga,"He was based in Darjeeling, and made repeated excursions in the river valleys and into the foothills of Kangchenjunga up to an elevation of 15,620 ft (4,760 m)."
Kangchenjunga,"In 1883, a party of William Woodman Graham together with two Swiss mountaineers climbed in the area of Kangchenjunga."
Kangchenjunga,"Between October 1885 and January 1886, Rinzin Namgyal surveyed the unexplored north and west sides of Kangchenjunga."
Kangchenjunga,He was the first native surveyor to map the circuit of Kangchenjunga and provided sketches of each side of the peak and the adjoining valleys.
Kangchenjunga,"They were the first mountaineers to examine the lower and upper ramparts, and the great western face of Kangchenjunga, rising from the Kangchenjunga Glacier."
Kangchenjunga,"Despite the insistence of one of the men that ""the demon of Kangchenjunga was propitiated with the sacrifice"", Crowley decided the accident and its ramifications made it impossible to continue the expedition."
Kangchenjunga,"In 1930, G nter Dyhrenfurth led an international expedition comprising the German Uli Wieland, Austrian Erwin Schneider and Englishman Frank Smythe who attempted to climb Kangchenjunga."
Kangchenjunga,They explored the upper Yalung glacier with the intention to discover a practicable route to the great ice-shelf that runs across the southwest face of Kangchenjunga.
Kangchenjunga,1973: Yutaka Ageta and Takeo Matsuda of the Japanese expedition summited Kangchenjunga West by climbing the southwestern ridge.
Kangchenjunga,"1977: The second ascent of Kangchenjunga, by an Indian Army team led by Colonel Narendra Kumar."
Kangchenjunga,"1978: Wojciech Wr and Eugeniusz Chrobak made the first successful ascents of the summits Kangchenjunga South on 19 May; and Wojciech Bra ski, Zygmunt Andrzej Heinrich, Kazimierz Olech on 22 May on Kangchenjunga Central."
Kangchenjunga,1998: Ginette Harrison was the first woman to climb Kangchenjunga's North Face.
Kangchenjunga,In May 2009: Kinga Baranowska was the first Polish woman to reach the summit of Kangchenjunga.
Kangchenjunga,"In 2011, Tun F nd k became the first Turkish man to reach the peak of Kangchenjunga, his seventh eight thousander, with Swiss partner Guntis Brandts via the British 1955 SW Face route."
Kangchenjunga,"In May 2011, Indian mountaineers Basanta Singha Roy and Debasish Biswas successfully scaled Kangchenjunga Main."
Kangchenjunga,"The area around Kangchenjunga is said to be home to a mountain deity, called Dz -nga or ""Kangchenjunga Demon"", a type of yeti or rakshasa."
Kangchenjunga,"A British geological expedition in 1925 spotted a bipedal creature which they asked the locals about, who referred to it as the ""Kangchenjunga Demon""."
Kangchenjunga,"From all countries travellers come there to see the famous view of Kangchenjunga, 28,150 feet (8,580 m) in height, and only 40 miles (64 km) distant."
Kangchenjunga,"And through these forests, the observer looks down the steep mountain-sides to the Rangeet River only 1,000 feet (300 m) above sea-level, and then up and up through tier after tier of forest-clad ranges, each bathed in a haze of deeper and deeper purple, till the line of snow is reached; and then still up to the summit of Kangchenjunga, now so pure and ethereal we can scarcely believe it is part of the solid earth on which we stand; and so high it seems part of the very sky itself."" In 1999, official James Bond author Raymond Benson published High Time to Kill."
Kangchenjunga,"During their escape, their plane crashes on the slopes of Kangchenjunga."
Kangchenjunga,"The Inheritance of Loss by Kiran Desai, which won the 2006 Man Booker Prize, is set partly in Kalimpong, a hill station situated near Kangchenjunga."
Kangchenjunga,"In Legend of the Galactic Heroes by Yoshiki Tanaka, which won the Seiun Award for Best Novel of the Year in 1988 and was adapted into an anime series by Kitty Films, the capital and holiest temple of the Terraist Cult is on Earth beneath the rubble of Kangchenjunga."
Kangchenjunga,"Michelle Paver's 2016 ghost story novel Thin Air concerns a fictional expedition to climb Kangchenjunga in 1935, and an earlier (also fictional) expedition in 1906."
Kangchenjunga,The book Round Kangchenjunga: A Narrative of Mountain Travel and Exploration by Douglas Freshfield gives a complete account of his travel around Kangchenjunga.
Kangchenjunga,"Susan Jagannath's book Chasing Himalayan Dreams: A trek in the Shadow of Kanchenjunga and Everest details her 61 km, six-day trek up and around Kangchenjunga."
Kangchenjunga,"Kate Bush's song ""Wild Man"": ""Well, the first verse of the song is just quickly going through some of the terms that the Yeti is known by and one of those names is the Kangchenjunga Demon."
Kangchenjunga,"The Quietus, 2011.) List of deaths on Kangchenjunga List of elevation extremes by country Sacred mountains of India List of ultras of the Himalayas Paul Bauer ""The German Attack on Kangchenjunga"", The Himalayan Journal, 1930 Vol."
Kangchenjunga,"Blackwell is the story of Bauer's two attempts in 1929 and 1931, republished as Kangchenjunga Challenge (William Kimber, 1955)."
Kangchenjunga,"Himalayan Campaign: The German Attack on Kangchenjunga, The Geographical Journal, Vol."
Kangchenjunga,"""Kangchenjunga"", Paul Bauer."
Kangchenjunga,"The Kangchenjunga Adventure, F."
Kangchenjunga,Includes the 1979 ascent of Kangchenjunga with Joe Tasker and Doug Scott.
Kangchenjunga,"An Adventure to Kangchenjunga, Hugh Boustead, The Geographical Journal, Vol."
Kangchenjunga,"568 Joe Brown, The Hard Years, tells his version of the first ascent of Kangchenjunga in 1955."
Kangchenjunga,Details their attempt on Kangchenjunga.
Kangchenjunga,"Charles Evans Kangchenjunga The Untrodden Peak, Hodder Stoughton, Leader of the 1955 expedition."
Kangchenjunga,"""Kangchenjunga: The Untrodden Peak""."
Kangchenjunga,"Douglas Freshfield ""The Glaciers of Kangchenjunga""."
Kangchenjunga,More than Mountains Book containing data on the 1954 Kangchenjunga reconnaissance.
Kangchenjunga,"Jackson was also a team member of the first ascent of Kangchenjunga in 1955, also relates the Daily Mail ""Abominable Snowman"" or Yeti Expedition, when the first trek from Everest to Kangchenjunga was accomplished 1 ."
Kangchenjunga,Recounts in more detail the first ascent of Kangchenjunga.
Kangchenjunga,Kangchenjunga: First ascent from the north-east spur.
Kangchenjunga,Includes the second ever ascent of Kangchenjunga and the first from the northeast spur on the Indian side of the mountain.
Kangchenjunga,Expedition in the Kangchenjunga area.
Kangchenjunga,Kangchenjunga: Imaging a Himalayan Mountain.
Kangchenjunga,An anthology of word and image published to coincide with the 50th anniversary of the first ascents of Kangchenjunga.
Kangchenjunga,"Smythe The Kangchenjunga Adventure, 1930 to 1931."
Kangchenjunga,"""The Kangchenjunga Adventure"", F."
Kangchenjunga,Relates the story of their intention to climb Kangchenjunga.
Kangchenjunga,Provides the early exploration and climbing attempts on Kangchenjunga.
Kangchenjunga,"""Account of a Photographic Expedition to the Southern Glaciers of Kangchenjunga in the Sikkim Himalaya"", N."
Kangchenjunga,Book includes the exploration of the south of Kangchenjunga.
Kangchenjunga,"The book details the stories and legends celebrated by the communities living in the Kangchenjunga's shadow, goes over the exploits of the early explorers and mountaineers."
Kangchenjunga,"Lou Whittaker, Memoirs of a Mountain Guide, 1994 The above Himalayan Journal references were all also reproduced in the ""50th Anniversary of the First Ascent of Kangchenjunga"" The Himalayan Club, Kolkata Section 2005."
Kangchenjunga,Kangchenjunga page on Himalaya-Info.org (German) Kangchenjunga page on Summitpost.org Kangchenjunga History for a more detailed up to date account of the mountain's history and ascents.
Kangchenjunga,"""K ngchenjunga, India Nepal"" on Peakbagger ""Kangchenjunga""."
Kangchenjunga,Glacier Research Image Project presents photos tracking 24 years of changes in glaciers at Kangchenjunga.
Kangchenjunga,Mtxplore Mountain Statistics Statistics of Kangchenjunga.
Lhotse,"Lhotse (Nepali: , romanized: L'h ts lotse ; Standard Tibetan: , romanized: lho tse, lit."
Lhotse,"With Everest to the north and Nuptse to the west, Lhotse forms the apex of the massive horseshoe-shaped arc of the Everest massif."
Lhotse,"Lhotse's Western Face, recessed behind the head of the Khumbu Glacier in the Western Cwm, plays an integral part in the standard routes of ascent for both peaks."
Lhotse,"The name Lhotse, which means ""South Peak"" in Tibetan, further emphasizes the close relationship between the two."
Lhotse,"The main ridge of the mountain features four distinct summits: Lhotse Main at 8,516 m (27,940 ft) AMSL, Lhotse Middle (also called Lhotse Central I or Lhotse East) at 8,414 m (27,605 ft), Lhotse Central II at 8,372 m (27,467 ft), and Lhotse Shar at 8,383 m (27,503 ft)."
Lhotse,"Though Lhotse Main is considered to be an intermediately difficult eight-thousander when ascended from the standard Reiss Couloir route, its secondary summits and extremely steep South Face are regarded as some of the most difficult and dangerous climbs in the world."
Lhotse,"An early attempt on Lhotse was made by the 1955 International Himalayan Expedition, headed by Norman Dyhrenfurth."
Lhotse,"After a brief look at the dangerous southern approaches of Lhotse Shar, they turned their attention, during September and October, to the Western Cwm and the northwest face of Lhotse, on which they achieved an altitude of about 8,100 metres (26,600 ft)."
Lhotse,"The main summit of Lhotse was first climbed on 18 May 1956, by the Swiss team of Ernst Reiss and Fritz Luchsinger, members of the Swiss Mount Everest Lhotse Expedition."
Lhotse,"On 12 May 1970, Sepp Mayerl and Rolf Walter of Austria made the first ascent of Lhotse Shar."
Lhotse,"Lhotse Middle remained, for a long time, the highest unclimbed named point on Earth; its first ascent was made on 23 May 2001 by Eugeny Vinogradsky, Sergei Timofeev, Alexei Bolotov and Petr Kuznetsov of a Russian expedition."
Lhotse,The Lhotse standard climbing route follows the same path as Everest's South Col route up to the Yellow Band beyond Camp 3.
Lhotse,"After the Yellow Band, the routes diverge with climbers bound for Everest taking a left over the Geneva Spur up to the South Col, while Lhotse climbers take a right further up the Lhotse face."
Lhotse,"The last part to the summit leads through the narrow ""Reiss couloir"" until the Lhotse main peak is reached."
Lhotse,"By December 2008, 371 climbers had summited Lhotse while 20 had died during their attempt."
Lhotse,"Lhotse was not summited in 2014, 2015, or 2016 due to a series of incidents."
Lhotse,"It is possible to climb to the summit of Lhotse, then along the South Col to the summit of Everest, in less than 24 hours."
Lhotse,"1965 First attempt on Lhotse Shar by a Japanese expedition reached 8,100 m (26,570 ft)."
Lhotse,"1970 May 12 First ascent of Lhotse Shar by an Austrian expedition, Sepp Mayerl, Rolf Walter."
Lhotse,"1980 April 27 Attempt on Lhotse Shar by the French climber Nicolas Jaeger, last seen at 8,200 metres (26,900 ft)."
Lhotse,"1981 October 16 Second ascent of Lhotse Shar, Colin Molines 1984 May 20 21 Members of the Czechoslovak expedition led by Ivan Galfy climb the South Face of Lhotse Shar for the first time (third overall ascent of Lhotse Shar)."
Lhotse,"1988 December 31 Krzysztof Wielicki, a Polish climber, completed the first winter ascent of Lhotse."
Lhotse,"1990 April 24 Tomo esen from Slovenia, makes a first solo ascent of the South Face of Lhotse."
Lhotse,1996 May 10 Chantal Mauduit becomes the first woman to reach the summit of Lhotse.
Lhotse,"1997 Attempt to climb Lhotse Middle via the ridge between the main summit and Lhotse Shar by a Russian expedition, led by Vladimir Bashkirov, who died in the attempt, just below the main summit."
Lhotse,"1999 Attempt to climb Lhotse Middle and traverse the three summits by a Russian team, failed due to bad weather."
Lhotse,2001 May 23 First ascent of Lhotse Middle by a Russian expedition.
Lhotse,"2007 Pemba Doma Sherpa, Nepali mountaineer and two-time summiter of Mount Everest, falls to her death from Lhotse at 8,000 m."
Lhotse,"2011 May 14 15, Michael Horst, American guide, summits Mount Everest and Lhotse without descending below Camp IV (South Col) with less than 21 hours elapsing between the two summits."
Lhotse,"2011 on 20 May, Indian mountaineer Arjun Vajpai became the youngest climber ever to summit Lhotse, aged 17 years, 11 months and 16 days."
Lhotse,"2017 on 19 May, Belgian Stef 'Wolf' Wolfsput became the first person with a disability to climb to the summit of Lhotse and only the second Belgian."
Lhotse,"2018 on 22 May, Mexican climber Jos Luis S nchez Fern ndez became the first Latin American to summit both Mount Everest and Lhotse in less than 24 hours."
Lhotse,"2018 on 30 September, Hilaree Nelson and Jim Morrison complete the first ski descent from the summit of Lhotse."
Lhotse,The western flank of Lhotse is known as the Lhotse Face.
Lhotse,"On 19 May 2016, a high-altitude mountain worker, Ang Furba Sherpa, died when he slipped and fell down the Lhotse face."
Lhotse,"Lhotse Shar Glacier List of deaths on Lhotse Reiss, Ernst (1959)."
Lhotse,Arnette : Lhotse gaining attention (2014) E.
Lhotse,"Morgan: Lhotse South Face The Wall of Legends (2016) Lhotse page on Himalaya-Info.org (German) Lhotse page on Summitpost ""Lhotse""."
Lhotse,Lhotse on GeoFinder.ch Ascents and fatalities statistics
Makalu,"Makalu (Nepali: , romanized: Mak lu him l; Chinese: ; pinyin: M k l F ng) is the fifth-highest mountain on Earth, with a summit at an elevation of 8,485 metres (27,838 ft) AMSL."
Makalu,"One of the eight-thousanders, Makalu is an isolated peak shaped like a four-sided pyramid."
Makalu,Makalu has two notable subsidiary peaks.
Makalu,"Kangchungtse, or Makalu II (7,678 m (25,190 ft)), lies about three kilometres (two miles) north-northwest of the main summit."
Makalu,The first climb on Makalu was made by an American team led by Riley Keegan in the spring of 1954.
Makalu,"The expedition was composed of Sierra Club members including Bill Long and Allen Steck, and was called the California Himalayan Expedition to Makalu."
Makalu,"Makalu was first summited on May 15, 1955, by Lionel Terray and Jean Couzy of a French expedition led by Jean Franco."
Makalu,"The French team climbed Makalu by the north face and northeast ridge, via the saddle between Makalu and Kangchungtse (the Makalu-La), establishing the standard route."
Makalu,"1975: South Face an expedition led by Ale Kunaver reached the top of Makalu up its steep southern side, becoming the first Slovenes to summit an eight-thousander."
Makalu,1976 South pillar route completed by Czechoslovak expedition (first attempt in 1973 ended shortly before Makalu South at 8010m due to the fatal fall of Jan Kounick ).
Makalu,Route goes via south buttress to Makalu South and then via southeast ridge.
Makalu,Makalu South was climbed by 11 expedition members.
Makalu,1981: On 15 October renowned Polish climber Jerzy Kukuczka ascended Makalu via a new route up the north-western side and north crest.
Makalu,1982 : On 10 October Polish climber Andrzej Czok ascended Makalu via West face till 8000m and north-western ridge.
Makalu,2006: On or about January 27 the French mountaineer Jean-Christophe Lafaille disappeared on Makalu while trying to make the first winter ascent.
Makalu,"2009: Makalu was first climbed in winter on February 9, 2009, by Italian Simone Moro and Kazakh Denis Urubko."
Makalu,Makalu-Barun Valley is a Himalayan glacier valley situated at the base of Makalu in the Sankhuwasabha district of Nepal.
Makalu,This valley lies entirely inside the Makalu Barun National Park.
Makalu,The Makalu area has been a focus for yeti expeditions.
Makalu,"List of deaths on Makalu List of ultras of the Himalayas Franco, Jean, Makalu : 8470 metres (27,790 feet) : the highest peak yet conquered by an entire team, J."
Makalu,"Makalu on SummitPost Makalu on Himalaya-Info.org (German) ""Makalu""."
Cho Oyu,"Cho Oyu (Nepali: ; Tibetan: ; Chinese: ) is the sixth-highest mountain in the world at 8,188 metres (26,864 ft) above sea level."
Cho Oyu,"Cho Oyu means ""Turquoise Goddess"" in Tibetan."
Cho Oyu,"Just a few kilometres west of Cho Oyu is Nangpa La (5,716m 18,753 ft), a glaciated pass that serves as the main trading route between the Tibetans and the Khumbu's Sherpas."
Cho Oyu,"Due to its proximity to this pass and the generally moderate slopes of the standard northwest ridge route, Cho Oyu is considered the easiest 8,000 metre peak to climb."
Cho Oyu,"Cho Oyu's height was originally measured at 26,750 feet (8,150 m) and at the time of the first ascent it was considered the 7th highest mountain on earth, after Dhaulagiri at 8,167 metres (26,795 ft) (Manaslu, now 8,156 metres (26,759 ft), was also estimated lower at 26,658 feet (8,125 m))."
Cho Oyu,Cho Oyu was first attempted in 1952 by an expedition organised and financed by the Joint Himalayan Committee of Great Britain as preparation for an attempt on Mount Everest the following year.
Cho Oyu,"Cho Oyu was the fifth eight-thousander to be climbed, after Annapurna in June 1950, Mount Everest in May 1953, Nanga Parbat in July 1953 and K2 in July 1954."
Cho Oyu,"Cho Oyu is considered the easiest eight-thousander, with the lowest death-summit ratio (1 25th of Annapurna's)."
Cho Oyu,"It has a broadly flat summit plateau with no cairn (the traditional prayer flags on Cho Oyu's summit plateau do not mark the ""technical"" summit), which can be a source of confusion, and debate, amongst climbers (see Elizabeth Hawley)."
Cho Oyu,First death on Cho Oyu.
Cho Oyu,1984 V ra Kom rkov (USA) and Dina t rbov (Czechoslovakia) become the first women to climb Cho Oyu.
Cho Oyu,"1952 British Cho Oyu expedition Nangpa La shooting incident (in 2006) Cho Oyu 8201m Field Recordings from Tibet List of deaths on Cho Oyu List of ultras of the Himalayas Hillary, Edmund (2003) 1955 ."
Cho Oyu,"Herbert Tichy, Cho Oyu - Gnade der G tter, (Vienna: Ullstein 1955) Media related to Cho Oyu at Wikimedia Commons Cho Oyu page on Summitpost.org Cho Oyu page on Himalaya-Info.org (German) ""Cho Oyu""."
Cho Oyu,Ascents and fatalities statistics Cho Oyu from Kyrgyzstan Birdseye view video
Dhaulagiri,"Dhaulagiri, located in Nepal, is the seventh highest mountain in the world at 8,167 metres (26,795 ft) above sea level, and the highest mountain within the borders of a single country."
Dhaulagiri,"Annapurna I (8,091 m (26,545 ft)) is 34 km (21 mi) east of Dhaulagiri."
Dhaulagiri,"Dhaulagiri ( ) is the Nepali name for the mountain which comes from Sanskrit where (dhawala) means dazzling, white, beautiful and (giri) means mountain."
Dhaulagiri,Dhaulagiri I is also the highest point of the Gandaki river basin.
Dhaulagiri,"Looking north from the plains of India, most 8,000-metre peaks are obscured by nearer mountains, but in clear weather, Dhaulagiri is conspicuous from northern Bihar and as far south as Gorakhpur in Uttar Pradesh."
Dhaulagiri,Dhaulagiri I stands to the east of the range which bears its name.
Dhaulagiri,"The rock layers found at the summit of Dhaulagiri, as well as Everest, are made up of limestone and dolomite formed at the bottom of the ocean."
Dhaulagiri,"Dhaulagiri was the penultimate eight-thousander to be summitted, and the final in Nepal."
Dhaulagiri,"Between 1950 and 2006, 2.88 of 2,016 expedition members and staff going above base camp on Dhaulagiri I died."
Dhaulagiri,1950 Dhaulagiri I reconnoitered by a French expedition led by Maurice Herzog.
Dhaulagiri,1985 Polish expedition led by Adam Bilczewski set out to conquer Dhaulagiri for the first time in winter.
Dhaulagiri,"1999 On 24 October, British climber Ginette Harrison dies in an avalanche on Dhaulagiri."
Dhaulagiri,"2024 On 6 October, five Russians, Alexander Dusheiko, Oleg Kruglov, Vladimir Chistikov, Mikhail Nosenko and Dmitry Shpilevoy, went missing while climbing Dhaulagiri."
Dhaulagiri,"List of ultras of the Himalayas List of deaths on Dhaulagiri Colebrooke, H.T."
Dhaulagiri,"Eiselin, Max, The Ascent of Dhaulagiri, OUP, 1961 Ohmori, Koichiro (1994)."
Dhaulagiri,"Himalayan Index Dhaulagiri Expedition Dhaulagiri on Himalaya-Info.org (German) ""Dhaulagiri""."
Dhaulagiri,Dhaulagiri on summitpost.org (Detailed description of trekking and of first ascent) Himalayan Index
Manaslu,"Manaslu (; Nepali: , also known as Kutang) is the eighth-highest mountain in the world at 8,163 metres (26,781 ft) above sea level."
Manaslu,"Manaslu means ""mountain of the spirit"" and the word is derived from the Sanskrit word manasa, meaning ""intellect"" or ""soul""."
Manaslu,"Manaslu was first climbed on May 9, 1956, by Toshio Imanishi and Gyalzen Norbu, members of a Japanese expedition."
Manaslu,"It is said that, given the many unsuccessful attempts by the British to climb Everest before Nepali Tenzing Norgay and New Zealander Edmund Hillary, ""just as the British consider Everest their mountain, Manaslu has always been a Japanese mountain""."
Manaslu,"Manaslu is the highest peak in the Gorkha District and is about 64 km (40 mi) east of Annapurna, the tenth highest mountain in the world at 8,091 metres (26,545 ft) above sea level."
Manaslu,Manaslu's long ridges and valley glaciers offer feasible approaches from all directions and culminate in a peak that towers steeply above its surrounding landscape and is a dominant feature when viewed from afar.
Manaslu,The Manaslu region offers a variety of trekking options.
Manaslu,The popular Manaslu trekking route of 177 kilometres (110 mi) skirts the Manaslu massif over the pass down to Annapurna.
Manaslu,"The Manaslu Conservation Area Project (MCAP) was established in 1997 with the primary objective of achieving conservation and sustainable management of the delimited area, which also includes Manaslu."
Manaslu,"Set in the northern Himalayan range in the Gorkha District of Nepal, Manaslu is a serrated ""wall of snow and ice hanging in the sky""."
Manaslu,"Apart from climbing Manaslu, trekking is popular in this mountain region, as part of the Manaslu Circuit, a notable path for trekkers in Nepal."
Manaslu,"The Manaslu Conservation Area, declared as such in December 1998 under the National Parks and Wild Life Conservation Act, subsumes Manaslu within it."
Manaslu,"The status of ""conservation area"" applied to the Manaslu area or region was with the basic objective of ""To conserve and sustainable management of the natural resources and rich cultural heritage and to promote ecotourism to improve the livelihood of the local people in the MCA region."" Manaslu Himal, as it is popularly known among trekkers, provides views of the snow-covered mountains of the Himalayas and allows close interaction with the different ethnic groups who live in hill villages scattered along the trek route."
Manaslu,Trekking to Manaslu is thus a test of endurance.
Manaslu,"The region, which is also termed the Manaslu Conservation Area, comprises sub-tropical Himalayan foothills to arid Trans-Himalayan high pastures bordering Tibet."
Manaslu,"The zones coalesce with the variation of the altitude from about 600 metres (2,000 ft) in the tropical zone to the 8,156 metres (26,759 ft) summit of Manaslu in the arctic zone."
Manaslu,"Manaslu is known in the Tibetan language as ""Kutan l"", in which ""tang"" means the Tibetan word for a flat place."
Manaslu,"In view of its favorable topography of long ridges and glacial valleys, Manaslu offers several routes to mountaineers."
Manaslu,"Important peaks surrounding Manaslu include Ngadi Chuli, Himalchuli and Baudha."
Manaslu,"A glacial saddle known as Larkya La, with an elevation of 5,106 metres (16,752 ft), lies north of Manaslu."
Manaslu,"During this exploration, while making a reconnaissance of the higher reaches of the Dudh Khola, they clearly saw Manaslu from Bumtang."
